"x","y","t","date","sleepSite","sleepSite.target"
78386,20875,9.933333333,"6_4_2011",0,0
78426,20679,10.95,"6_4_2011",0,0
78403,20465,11.96666667,"6_4_2011",0,0
78517,20359,12.98333333,"6_4_2011",0,0
78519,20286,14,"6_4_2011",0,0
78543,20245,15.01666667,"6_4_2011",0,0
78742,20336,16.03333333,"6_4_2011",0,0
78756,20445,5.916666667,"7_4_2011",3,3
78745,20399,7.216666667,"7_4_2011",3,3
79165,20294,8.233333333,"7_4_2011",3,3
79211,20415,9.25,"7_4_2011",3,3
79206,20496,10.26666667,"7_4_2011",3,3
79110,20542,11.26666667,"7_4_2011",3,3
79288,20753,12.28333333,"7_4_2011",3,3
79449,20778,13.3,"7_4_2011",3,3
79484,20829,14.31666667,"7_4_2011",3,3
79737,20812,15.33333333,"7_4_2011",3,3
79628,20838,5.833333333,"8_4_2011",2,2
79589,20803,6.983333333,"8_4_2011",2,2
79333,21543,11.96666667,"8_4_2011",2,2
79498,21613,12.98333333,"8_4_2011",2,2
79563,21704,14,"8_4_2011",2,2
79852,21793,15.01666667,"8_4_2011",2,2
80189,21803,16.03333333,"8_4_2011",2,2
80270,21751,17.05,"8_4_2011",2,2
79895,21819,14.43333333,"9_4_2011",2,2
80100,21888,15.45,"9_4_2011",2,2
80174,21931,16.46666667,"9_4_2011",2,2
80419,21672,12.88333333,"10_4_2011",2,2
79884,21318,13.9,"10_4_2011",2,2
80042,21392,14.91666667,"10_4_2011",2,2
80217,21444,15.93333333,"10_4_2011",2,2
80330,21573,16.95,"10_4_2011",2,2
80419,21595,5.5,"11_4_2011",4,0
79908,21678,12.03333333,"11_4_2011",4,0
79899,21564,13.05,"11_4_2011",4,0
80074,21557,14.06666667,"11_4_2011",4,0
80276,21640,15.08333333,"11_4_2011",4,0
80364,21725,16.08333333,"11_4_2011",4,0
80583,21834,17.1,"11_4_2011",4,0
79276,21147,13.31666667,"19_4_2011",3,3
79410,21031,14.33333333,"19_4_2011",3,3
79557,20869,15.35,"19_4_2011",3,3
79634,20773,16.35,"19_4_2011",3,3
79628,20838,5.466666667,"20_4_2011",2,2
79638,20811,6.516666667,"20_4_2011",2,2
79397,21127,7.516666667,"20_4_2011",2,2
78972,21479,8.533333333,"20_4_2011",2,2
79206,21558,9.55,"20_4_2011",2,2
79259,21721,10.56666667,"20_4_2011",2,2
79245,21707,11.58333333,"20_4_2011",2,2
78809,20981,13.23333333,"20_4_2011",2,2
79543,21778,15.06666667,"20_4_2011",2,2
79975,21992,16.08333333,"20_4_2011",2,2
80419,21595,5.716666667,"21_4_2011",8,0
79436,21745,6.733333333,"21_4_2011",8,0
80101,21801,7.733333333,"21_4_2011",8,0
79445,21744,8.75,"21_4_2011",8,0
79252,21717,9.766666667,"21_4_2011",8,0
79283,21723,10.76666667,"21_4_2011",8,0
79377,21873,11.78333333,"21_4_2011",8,0
79339,21795,12.8,"21_4_2011",8,0
79205,21573,13.81666667,"21_4_2011",8,0
79126,21427,14.83333333,"21_4_2011",8,0
79002,21295,15.85,"21_4_2011",8,0
78900,21180,16.85,"21_4_2011",8,0
78636,21296,5.583333333,"22_4_2011",3,3
78824,21174,6.616666667,"22_4_2011",3,3
78824,21174,9.933333333,"22_4_2011",3,3
79249,21550,10.95,"22_4_2011",3,3
79265,21672,11.96666667,"22_4_2011",3,3
79343,21740,13.28333333,"22_4_2011",3,3
79517,21588,14.3,"22_4_2011",3,3
79590,21535,15.48333333,"22_4_2011",3,3
79649,20946,16.5,"22_4_2011",3,3
79656,20825,17.51666667,"22_4_2011",3,3
79628,20838,5.533333333,"23_4_2011",3,3
79489,20634,7.966666667,"23_4_2011",3,3
79434,20685,8.983333333,"23_4_2011",3,3
79063,20698,10,"23_4_2011",3,3
79079,20596,11.01666667,"23_4_2011",3,3
79036,20595,12.03333333,"23_4_2011",3,3
79207,20599,13.05,"23_4_2011",3,3
79244,20452,14.06666667,"23_4_2011",3,3
79432,20604,15.08333333,"23_4_2011",3,3
79645,20659,16.08333333,"23_4_2011",3,3
79673,20813,17.1,"23_4_2011",3,3
79628,20838,5.55,"24_4_2011",0,0
79179,20531,6.566666667,"24_4_2011",0,0
79519,20955,7.583333333,"24_4_2011",0,0
79213,20982,8.6,"24_4_2011",0,0
79103,20990,9.6,"24_4_2011",0,0
79003,20869,10.61666667,"24_4_2011",0,0
79019,21007,11.63333333,"24_4_2011",0,0
79656,20843,13.08333333,"24_4_2011",0,0
78873,20736,14.1,"24_4_2011",0,0
78783,20589,15.11666667,"24_4_2011",0,0
78783,20475,16.13333333,"24_4_2011",0,0
78740,20432,17.15,"24_4_2011",0,0
80212,21490,15.63333333,"25_4_2011",2,2
80348,21620,16.65,"25_4_2011",2,2
80419,21595,6,"6_5_2011",1,1
80301,21745,7.3,"6_5_2011",1,1
79997,21775,8.316666667,"6_5_2011",1,1
79860,21701,9.366666667,"6_5_2011",1,1
79359,21498,10.36666667,"6_5_2011",1,1
79539,21124,13.1,"6_5_2011",1,1
78916,21373,14.11666667,"6_5_2011",1,1
78737,21146,15.13333333,"6_5_2011",1,1
78998,21196,13.55,"7_5_2011",3,3
79035,21132,14.56666667,"7_5_2011",3,3
79201,20982,15.58333333,"7_5_2011",3,3
79408,20922,16.58333333,"7_5_2011",3,3
79166,21225,12,"8_5_2011",3,3
79250,20912,13.01666667,"8_5_2011",3,3
79379,20880,14.03333333,"8_5_2011",3,3
79465,20771,15.05,"8_5_2011",3,3
79630,20731,16.06666667,"8_5_2011",3,3
79042,19318,12.56666667,"18_5_2011",3,3
79832,20893,13.58333333,"18_5_2011",3,3
79717,20805,14.6,"18_5_2011",3,3
79592,20637,15.61666667,"18_5_2011",3,3
79525,20642,16.63333333,"18_5_2011",3,3
79357,21161,12.78333333,"19_5_2011",3,3
79393,21061,13.8,"19_5_2011",3,3
79379,21065,15.25,"19_5_2011",3,3
79580,20930,16.26666667,"19_5_2011",3,3
79628,20838,5.5,"20_5_2011",3,3
79434,20618,6.516666667,"20_5_2011",3,3
79888,20894,7.516666667,"20_5_2011",3,3
80051,20958,8.533333333,"20_5_2011",3,3
80063,20974,9.55,"20_5_2011",3,3
79706,21170,10.56666667,"20_5_2011",3,3
79500,21246,11.58333333,"20_5_2011",3,3
79425,21244,13.03333333,"20_5_2011",3,3
79261,21144,14.05,"20_5_2011",3,3
79246,21051,15.06666667,"20_5_2011",3,3
79344,21008,16.08333333,"20_5_2011",3,3
79628,20838,5.5,"21_5_2011",0,0
79611,20842,6.733333333,"21_5_2011",0,0
79922,20876,7.733333333,"21_5_2011",0,0
79946,20667,8.75,"21_5_2011",0,0
79861,20719,9.766666667,"21_5_2011",0,0
79594,20512,10.76666667,"21_5_2011",0,0
79437,20528,11.78333333,"21_5_2011",0,0
79264,20523,12.8,"21_5_2011",0,0
79139,20418,13.81666667,"21_5_2011",0,0
79091,20339,14.83333333,"21_5_2011",0,0
78989,20331,15.85,"21_5_2011",0,0
78934,20356,16.85,"21_5_2011",0,0
79628,20838,5.433333333,"23_5_2011",4,0
79609,20841,6.65,"23_5_2011",4,0
79857,21016,7.666666667,"23_5_2011",4,0
79847,21112,8.666666667,"23_5_2011",4,0
80063,21208,9.683333333,"23_5_2011",4,0
80241,21343,10.7,"23_5_2011",4,0
80393,21389,11.71666667,"23_5_2011",4,0
80550,21474,12.78333333,"23_5_2011",4,0
80517,21664,13.8,"23_5_2011",4,0
80537,21783,14.81666667,"23_5_2011",4,0
80636,22046,15.83333333,"23_5_2011",4,0
80672,22025,16.83333333,"23_5_2011",4,0
80685,22025,5.4,"24_5_2011",3,3
80578,21488,6.5,"24_5_2011",3,3
80384,21993,7.516666667,"24_5_2011",3,3
80023,21878,8.533333333,"24_5_2011",3,3
80044,21728,9.55,"24_5_2011",3,3
79884,21553,10.56666667,"24_5_2011",3,3
79728,21276,11.58333333,"24_5_2011",3,3
79867,20977,13.26666667,"24_5_2011",3,3
79900,20882,14.28333333,"24_5_2011",3,3
79856,20844,15.3,"24_5_2011",3,3
79667,20797,16.31666667,"24_5_2011",3,3
80050,20912,12,"26_5_2011",3,3
79976,20901,13.01666667,"26_5_2011",3,3
79918,20871,14.03333333,"26_5_2011",3,3
79799,20818,15.05,"26_5_2011",3,3
79727,20881,16.06666667,"26_5_2011",3,3
79628,20838,5.5,"27_5_2011",0,0
79628,20937,7.466666667,"27_5_2011",0,0
79531,21098,8.483333333,"27_5_2011",0,0
79381,21180,9.5,"27_5_2011",0,0
79265,21145,10.51666667,"27_5_2011",0,0
79310,21002,12.68333333,"27_5_2011",0,0
78825,19357,12.98333333,"28_5_2011",3,3
79628,20838,5.733333333,"29_5_2011",3,3
79322,20652,6.75,"29_5_2011",3,3
80007,20988,7.766666667,"29_5_2011",3,3
80013,20994,8.783333333,"29_5_2011",3,3
80172,21171,9.8,"29_5_2011",3,3
80274,21205,10.81666667,"29_5_2011",3,3
80685,22025,5.466666667,"4_6_2011",4,0
80517,21860,6.483333333,"4_6_2011",4,0
80506,22409,7.5,"4_6_2011",4,0
80361,22410,8.516666667,"4_6_2011",4,0
80203,22367,9.533333333,"4_6_2011",4,0
80016,22310,10.55,"4_6_2011",4,0
79889,22202,11.56666667,"4_6_2011",4,0
80017,22185,13.38333333,"4_6_2011",4,0
80186,22161,14.4,"4_6_2011",4,0
80360,22128,15.41666667,"4_6_2011",4,0
80545,22062,16.41666667,"4_6_2011",4,0
80956,22356,12.58333333,"9_6_2011",4,0
80992,22380,13.6,"9_6_2011",4,0
80930,22143,14.61666667,"9_6_2011",4,0
81133,22153,15.63333333,"9_6_2011",4,0
80968,22121,16.65,"9_6_2011",4,0
80643,21979,17.65,"9_6_2011",4,0
80685,22025,5.416666667,"10_6_2011",7,0
78887,19277,6.716666667,"10_6_2011",7,0
80321,22295,7.733333333,"10_6_2011",7,0
80301,22390,8.75,"10_6_2011",7,0
80093,22450,9.766666667,"10_6_2011",7,0
79956,22278,10.76666667,"10_6_2011",7,0
79873,22210,11.78333333,"10_6_2011",7,0
79611,22233,12.8,"10_6_2011",7,0
79446,22265,13.81666667,"10_6_2011",7,0
79418,22331,14.83333333,"10_6_2011",7,0
79343,22330,15.85,"10_6_2011",7,0
79059,22396,16.85,"10_6_2011",7,0
80685,22025,5.833333333,"12_6_2011",4,0
80750,21932,6.85,"12_6_2011",4,0
80615,21669,7.866666667,"12_6_2011",4,0
80476,21638,8.883333333,"12_6_2011",4,0
80628,21414,9.9,"12_6_2011",4,0
80658,21289,10.91666667,"12_6_2011",4,0
80619,21972,12.85,"12_6_2011",4,0
80862,21369,13.86666667,"12_6_2011",4,0
80751,21520,14.88333333,"12_6_2011",4,0
80681,21735,15.9,"12_6_2011",4,0
80640,21934,16.9,"12_6_2011",4,0
80743,21603,13,"13_6_2011",4,0
81183,22036,14.01666667,"13_6_2011",4,0
81104,21817,15.03333333,"13_6_2011",4,0
81017,21910,16.03333333,"13_6_2011",4,0
80904,21925,17.05,"13_6_2011",4,0
80440,21362,12.63333333,"14_6_2011",4,0
80350,22268,13.65,"14_6_2011",4,0
80464,22123,14.66666667,"14_6_2011",4,0
80522,21955,15.68333333,"14_6_2011",4,0
80633,21903,16.7,"14_6_2011",4,0
80412,22464,13.5,"15_6_2011",4,0
80432,22294,14.51666667,"15_6_2011",4,0
80434,22155,15.53333333,"15_6_2011",4,0
80434,22155,16.53333333,"15_6_2011",4,0
80493,21528,11.86666667,"16_6_2011",4,0
80488,21515,12.88333333,"16_6_2011",4,0
80483,21823,13.9,"16_6_2011",4,0
80500,21911,14.91666667,"16_6_2011",4,0
80507,21916,15.93333333,"16_6_2011",4,0
80568,21994,16.95,"16_6_2011",4,0
80302,22020,12.7,"20_6_2011",4,0
80332,22050,13.71666667,"20_6_2011",4,0
80663,21913,14.73333333,"20_6_2011",4,0
80676,22025,15.75,"20_6_2011",4,0
80675,22022,16.76666667,"20_6_2011",4,0
80642,21978,12.98333333,"21_6_2011",4,0
80048,21870,14,"21_6_2011",4,0
80132,21873,15.01666667,"21_6_2011",4,0
80433,21894,16.03333333,"21_6_2011",4,0
80685,22025,5.333333333,"22_6_2011",7,0
81080,21255,6.583333333,"22_6_2011",7,0
80201,22233,7.6,"22_6_2011",7,0
79739,22197,8.616666667,"22_6_2011",7,0
79574,22164,9.633333333,"22_6_2011",7,0
79428,22174,10.65,"22_6_2011",7,0
79349,22115,11.66666667,"22_6_2011",7,0
80653,21980,13.3,"22_6_2011",7,0
78982,22503,14.31666667,"22_6_2011",7,0
78961,22498,15.33333333,"22_6_2011",7,0
78963,22501,16.33333333,"22_6_2011",7,0
78910,22388,12.88333333,"23_6_2011",7,0
78886,22323,13.9,"23_6_2011",7,0
78968,22475,15.21666667,"23_6_2011",7,0
79006,22472,16.23333333,"23_6_2011",7,0
79051,22446,5.333333333,"24_6_2011",7,0
78814,22541,7.35,"24_6_2011",7,0
78773,22467,8.366666667,"24_6_2011",7,0
78737,22269,9.383333333,"24_6_2011",7,0
78929,22443,13.33333333,"24_6_2011",7,0
79077,22582,14.35,"24_6_2011",7,0
79069,22537,15.36666667,"24_6_2011",7,0
79046,22443,16.38333333,"24_6_2011",7,0
79329,19578,12.3,"25_6_2011",2,2
80229,21726,13.31666667,"25_6_2011",2,2
80362,21634,14.33333333,"25_6_2011",2,2
80534,21378,15.35,"25_6_2011",2,2
79628,20838,5.516666667,"27_6_2011",7,0
79476,21049,6.533333333,"27_6_2011",7,0
79308,21304,7.583333333,"27_6_2011",7,0
79209,21515,8.6,"27_6_2011",7,0
79374,22189,9.6,"27_6_2011",7,0
79037,22373,10.61666667,"27_6_2011",7,0
78953,22458,11.63333333,"27_6_2011",7,0
79122,22534,12.65,"27_6_2011",7,0
79103,22537,13.75,"27_6_2011",7,0
78944,22489,14.76666667,"27_6_2011",7,0
78963,22470,15.78333333,"27_6_2011",7,0
80053,21639,11.81666667,"29_6_2011",3,3
79806,21536,12.83333333,"29_6_2011",3,3
79608,21495,13.85,"29_6_2011",3,3
79568,21467,14.86666667,"29_6_2011",3,3
79625,21113,15.88333333,"29_6_2011",3,3
79586,20860,16.9,"29_6_2011",3,3
80419,21595,5.4,"1_7_2011",7,0
80165,21845,6.416666667,"1_7_2011",7,0
79928,21872,7.433333333,"1_7_2011",7,0
79654,22057,8.45,"1_7_2011",7,0
79498,22024,9.45,"1_7_2011",7,0
79475,21888,10.46666667,"1_7_2011",7,0
79369,22071,11.48333333,"1_7_2011",7,0
79270,22358,12.63333333,"1_7_2011",7,0
78979,22482,13.65,"1_7_2011",7,0
78916,22489,14.66666667,"1_7_2011",7,0
79016,22387,15.68333333,"1_7_2011",7,0
79074,22370,16.7,"1_7_2011",7,0
80243,21493,11.8,"2_7_2011",4,0
80349,21536,12.81666667,"2_7_2011",4,0
80411,21547,13.83333333,"2_7_2011",4,0
80530,21879,14.85,"2_7_2011",4,0
80603,21986,15.86666667,"2_7_2011",4,0
80682,21969,16.88333333,"2_7_2011",4,0
80637,21969,12.26666667,"3_7_2011",3,3
79389,21521,13.28333333,"3_7_2011",3,3
79315,21308,14.3,"3_7_2011",3,3
79379,21134,15.31666667,"3_7_2011",3,3
79482,20891,16.33333333,"3_7_2011",3,3
79628,20838,5.366666667,"6_7_2011",4,0
79767,20837,6.383333333,"6_7_2011",4,0
80067,21204,7.4,"6_7_2011",4,0
80484,21363,8.416666667,"6_7_2011",4,0
80385,21336,9.433333333,"6_7_2011",4,0
80275,21379,10.45,"6_7_2011",4,0
80250,21702,11.46666667,"6_7_2011",4,0
80429,21895,12.48333333,"6_7_2011",4,0
80671,21879,13.5,"6_7_2011",4,0
80746,21960,14.51666667,"6_7_2011",4,0
80687,22060,15.53333333,"6_7_2011",4,0
80536,22066,16.53333333,"6_7_2011",4,0
78764,21323,12.21666667,"8_7_2011",9,0
78678,21508,13.23333333,"8_7_2011",9,0
78684,21683,14.25,"8_7_2011",9,0
78698,21772,15.26666667,"8_7_2011",9,0
78661,21820,16.28333333,"8_7_2011",9,0
79324,20755,11.8,"11_7_2011",3,3
79236,20691,13.01666667,"11_7_2011",3,3
79469,20597,14.06666667,"11_7_2011",3,3
79566,20636,15.1,"11_7_2011",3,3
79628,20838,6.416666667,"12_7_2011",2,2
79792,21035,7.433333333,"12_7_2011",2,2
79864,21254,8.45,"12_7_2011",2,2
79981,21508,9.45,"12_7_2011",2,2
80150,21778,10.46666667,"12_7_2011",2,2
80442,21782,11.48333333,"12_7_2011",2,2
80492,21833,12.5,"12_7_2011",2,2
80461,21691,13.51666667,"12_7_2011",2,2
80363,21629,14.53333333,"12_7_2011",2,2
80400,21580,15.55,"12_7_2011",2,2
80429,21593,16.56666667,"12_7_2011",2,2
79628,20838,7.583333333,"16_7_2011",3,3
79592,20837,8.916666667,"16_7_2011",3,3
79525,21319,9.933333333,"16_7_2011",3,3
79427,21247,10.95,"16_7_2011",3,3
79368,21280,12.26666667,"16_7_2011",3,3
79342,21216,13.28333333,"16_7_2011",3,3
79407,21029,14.3,"16_7_2011",3,3
79378,20874,15.31666667,"16_7_2011",3,3
79624,20787,16.33333333,"16_7_2011",3,3
79160,20627,11.75,"17_7_2011",0,0
79021,20585,12.93333333,"17_7_2011",0,0
78884,20534,13.95,"17_7_2011",0,0
78799,20462,14.96666667,"17_7_2011",0,0
78774,20446,15.98333333,"17_7_2011",0,0
78743,20407,17,"17_7_2011",0,0
78870,21026,12.31666667,"18_7_2011",1,1
78833,20970,13.33333333,"18_7_2011",1,1
79111,20825,14.35,"18_7_2011",1,1
78982,20828,15.36666667,"18_7_2011",1,1
78808,20755,16.38333333,"18_7_2011",1,1
78783,20806,7,"19_7_2011",0,0
78781,20762,8.016666667,"19_7_2011",0,0
78952,20639,9.033333333,"19_7_2011",0,0
79139,20569,10.05,"19_7_2011",0,0
79254,20467,11.06666667,"19_7_2011",0,0
79115,20407,12.08333333,"19_7_2011",0,0
78977,20354,13.1,"19_7_2011",0,0
78756,20445,6.466666667,"20_7_2011",9,0
78711,20635,7.483333333,"20_7_2011",9,0
78571,20772,8.483333333,"20_7_2011",9,0
78543,20990,10.06666667,"20_7_2011",9,0
78683,21077,11.08333333,"20_7_2011",9,0
78817,21251,12.13333333,"20_7_2011",9,0
78743,21378,13.15,"20_7_2011",9,0
78692,21455,14.28333333,"20_7_2011",9,0
78705,21607,15.3,"20_7_2011",9,0
78708,21753,16.31666667,"20_7_2011",9,0
78679,21412,12.01666667,"22_7_2011",1,1
78698,21338,13.03333333,"22_7_2011",1,1
78752,21336,14.43333333,"22_7_2011",1,1
78805,21201,15.45,"22_7_2011",1,1
78767,20925,16.46666667,"22_7_2011",1,1
79051,22446,5.366666667,"23_7_2011",3,3
79697,19369,6.5,"23_7_2011",3,3
79390,18910,7.516666667,"23_7_2011",3,3
79399,18372,8.533333333,"23_7_2011",3,3
78783,18184,9.55,"23_7_2011",3,3
79163,17813,10.56666667,"23_7_2011",3,3
79725,18634,11.58333333,"23_7_2011",3,3
79036,19347,12.6,"23_7_2011",3,3
79526,20669,13.61666667,"23_7_2011",3,3
79612,20749,14.63333333,"23_7_2011",3,3
79630,20839,15.65,"23_7_2011",3,3
79628,20838,6.25,"24_7_2011",3,3
79604,20856,7.583333333,"24_7_2011",3,3
79601,21114,8.6,"24_7_2011",3,3
79489,21226,9.6,"24_7_2011",3,3
79293,21277,10.61666667,"24_7_2011",3,3
79097,21439,11.63333333,"24_7_2011",3,3
78349,21225,12.51666667,"26_7_2011",1,1
78444,21090,13.53333333,"26_7_2011",1,1
78534,20964,14.55,"26_7_2011",1,1
78687,20945,15.56666667,"26_7_2011",1,1
78767,20807,16.58333333,"26_7_2011",1,1
78783,20806,5.983333333,"27_7_2011",9,0
78944,20921,7,"27_7_2011",9,0
79018,21104,8.016666667,"27_7_2011",9,0
78977,21181,9.033333333,"27_7_2011",9,0
78735,21368,10.05,"27_7_2011",9,0
78678,21593,11.06666667,"27_7_2011",9,0
78663,21546,12.08333333,"27_7_2011",9,0
78578,21752,13.1,"27_7_2011",9,0
78623,21854,14.11666667,"27_7_2011",9,0
78791,21883,15.13333333,"27_7_2011",9,0
78765,21985,16.15,"27_7_2011",9,0
78668,21807,17.15,"27_7_2011",9,0
78756,20445,6.166666667,"29_7_2011",9,0
78705,20369,7.333333333,"29_7_2011",9,0
78626,20313,8.35,"29_7_2011",9,0
78533,20371,9.366666667,"29_7_2011",9,0
78552,20593,10.36666667,"29_7_2011",9,0
78403,20846,11.38333333,"29_7_2011",9,0
78510,21023,12.4,"29_7_2011",9,0
78489,21155,13.41666667,"29_7_2011",9,0
78638,21245,14.43333333,"29_7_2011",9,0
78669,21537,15.45,"29_7_2011",9,0
78679,21553,16.46666667,"29_7_2011",9,0
78596,21676,12.06666667,"7_8_2011",9,0
78559,21773,13.08333333,"7_8_2011",9,0
78579,21879,14.1,"7_8_2011",9,0
78643,21802,15.11666667,"7_8_2011",9,0
78646,21808,16.13333333,"7_8_2011",9,0
78783,20806,6.75,"21_8_2011",8,0
78659,21547,8.433333333,"21_8_2011",8,0
78676,21530,9.45,"21_8_2011",8,0
78694,21541,10.46666667,"21_8_2011",8,0
78629,21552,11.48333333,"21_8_2011",8,0
78830,21277,12.08333333,"23_9_2011",3,3
79403,20712,13.1,"23_9_2011",3,3
79564,20810,14.11666667,"23_9_2011",3,3
79637,20818,15.13333333,"23_9_2011",3,3
79640,20804,16.15,"23_9_2011",3,3
78708,21349,12.06666667,"24_9_2011",9,0
78631,21565,13.08333333,"24_9_2011",9,0
78642,21703,14.1,"24_9_2011",9,0
78658,21800,15.11666667,"24_9_2011",9,0
78756,20445,7,"5_10_2011",0,0
79173,18372,8.016666667,"5_10_2011",0,0
79163,18283,9.033333333,"5_10_2011",0,0
79428,18228,10.05,"5_10_2011",0,0
79073,19298,11.06666667,"5_10_2011",0,0
78759,20726,12.08333333,"5_10_2011",0,0
79222,20609,13.1,"5_10_2011",0,0
79257,20599,14.11666667,"5_10_2011",0,0
79036,20406,15.13333333,"5_10_2011",0,0
78803,20240,16.15,"5_10_2011",0,0
78661,21876,6.25,"8_10_2011",8,0
78514,21703,7.266666667,"8_10_2011",8,0
78535,21666,8.283333333,"8_10_2011",8,0
78617,21626,9.3,"8_10_2011",8,0
78899,21618,10.31666667,"8_10_2011",8,0
78987,21612,11.36666667,"8_10_2011",8,0
79214,21624,12.38333333,"8_10_2011",8,0
79066,18389,13.4,"8_10_2011",8,0
79115,18428,14.41666667,"8_10_2011",8,0
79088,18628,15.43333333,"8_10_2011",8,0
79196,20623,13.26666667,"14_10_2011",0,0
78628,20215,11.86666667,"15_10_2011",0,0
78620,20327,12.88333333,"15_10_2011",0,0
78686,20328,13.9,"15_10_2011",0,0
78755,20464,14.91666667,"15_10_2011",0,0
78692,20362,15.93333333,"15_10_2011",0,0
80503,21240,11.85,"18_10_2011",2,2
80480,21386,12.86666667,"18_10_2011",2,2
80504,21459,13.88333333,"18_10_2011",2,2
80538,21615,14.9,"18_10_2011",2,2
80485,21622,15.91666667,"18_10_2011",2,2
80430,21594,16.91666667,"18_10_2011",2,2
79628,20838,5.933333333,"21_10_2011",9,0
79428,20875,6.95,"21_10_2011",9,0
79256,20921,7.966666667,"21_10_2011",9,0
79273,20740,8.983333333,"21_10_2011",9,0
79179,20504,10,"21_10_2011",9,0
79211,20359,11.01666667,"21_10_2011",9,0
78756,20445,6.166666667,"22_10_2011",3,3
78752,20235,7.183333333,"22_10_2011",3,3
78807,20058,8.2,"22_10_2011",3,3
78740,20028,9.216666667,"22_10_2011",3,3
78968,20054,10.21666667,"22_10_2011",3,3
79103,20129,11.23333333,"22_10_2011",3,3
79273,20219,12.25,"22_10_2011",3,3
79267,20318,13.26666667,"22_10_2011",3,3
79456,20459,14.28333333,"22_10_2011",3,3
79527,20632,15.3,"22_10_2011",3,3
79553,20802,16.31666667,"22_10_2011",3,3
79628,20839,17.33333333,"22_10_2011",3,3
79014,18711,11.9,"25_10_2011",3,3
79069,18983,12.91666667,"25_10_2011",3,3
79064,19002,13.93333333,"25_10_2011",3,3
78661,21876,6.333333333,"27_10_2011",2,2
80303,21843,7.35,"27_10_2011",2,2
80267,21970,8.783333333,"27_10_2011",2,2
79935,21958,9.8,"27_10_2011",2,2
79834,21975,10.81666667,"27_10_2011",2,2
79815,21978,11.83333333,"27_10_2011",2,2
80087,21964,12.85,"27_10_2011",2,2
80396,21999,13.86666667,"27_10_2011",2,2
80538,22066,14.88333333,"27_10_2011",2,2
80494,21745,15.9,"27_10_2011",2,2
80426,21604,16.9,"27_10_2011",2,2
79840,21062,12.1,"30_10_2011",2,2
79653,21680,6,"2_11_2011",2,2
79443,21754,7.016666667,"2_11_2011",2,2
79557,21991,8.183333333,"2_11_2011",2,2
79718,22067,9.2,"2_11_2011",2,2
79917,22084,10.21666667,"2_11_2011",2,2
79949,21877,11.23333333,"2_11_2011",2,2
79967,21890,12.25,"2_11_2011",2,2
80316,21934,13.26666667,"2_11_2011",2,2
80427,21900,14.28333333,"2_11_2011",2,2
80562,21834,15.3,"2_11_2011",2,2
80512,21756,16.31666667,"2_11_2011",2,2
79879,20880,12.33333333,"3_11_2011",3,3
79786,20853,13.35,"3_11_2011",3,3
79756,20950,14.36666667,"3_11_2011",3,3
79722,20964,15.38333333,"3_11_2011",3,3
79716,20960,16.4,"3_11_2011",3,3
79628,20819,17.41666667,"3_11_2011",3,3
79653,21680,5.716666667,"7_11_2011",2,2
79658,21676,7.716666667,"7_11_2011",2,2
79856,21828,8.733333333,"7_11_2011",2,2
79836,21769,9.75,"7_11_2011",2,2
80050,21760,10.76666667,"7_11_2011",2,2
80097,21554,11.78333333,"7_11_2011",2,2
80225,21421,12.8,"7_11_2011",2,2
80306,21382,13.81666667,"7_11_2011",2,2
80416,21379,14.83333333,"7_11_2011",2,2
80390,21684,15.85,"7_11_2011",2,2
80419,21595,6,"8_11_2011",2,2
80233,21436,7.016666667,"8_11_2011",2,2
80076,21277,8.033333333,"8_11_2011",2,2
80030,21166,9.05,"8_11_2011",2,2
80354,21054,10.06666667,"8_11_2011",2,2
80498,21270,11.08333333,"8_11_2011",2,2
80654,21396,12.1,"8_11_2011",2,2
80453,21408,13.11666667,"8_11_2011",2,2
80291,21253,14.13333333,"8_11_2011",2,2
80282,21538,15.15,"8_11_2011",2,2
79180,20520,11.73333333,"18_11_2011",0,0
79150,20438,12.75,"18_11_2011",0,0
78975,20504,13.76666667,"18_11_2011",0,0
78917,20411,14.78333333,"18_11_2011",0,0
78838,20420,15.8,"18_11_2011",0,0
79628,20838,6.216666667,"1_12_2011",0,0
79617,20841,7.233333333,"1_12_2011",0,0
79302,20859,8.233333333,"1_12_2011",0,0
79236,20816,9.25,"1_12_2011",0,0
79191,20760,10.26666667,"1_12_2011",0,0
79045,20676,11.26666667,"1_12_2011",0,0
78888,20600,12.28333333,"1_12_2011",0,0
78869,20572,13.3,"1_12_2011",0,0
78817,20640,14.31666667,"1_12_2011",0,0
78798,20468,15.33333333,"1_12_2011",0,0
78761,20457,16.33333333,"1_12_2011",0,0
78836,19535,12.33333333,"2_12_2011",0,0
78656,20381,13.73333333,"2_12_2011",0,0
78658,20465,14.76666667,"2_12_2011",0,0
78691,20492,15.83333333,"2_12_2011",0,0
78753,20456,16.83333333,"2_12_2011",0,0
78756,20445,6.5,"3_12_2011",8,0
78636,20432,7.8,"3_12_2011",8,0
78445,20701,8.916666667,"3_12_2011",8,0
78490,20883,9.933333333,"3_12_2011",8,0
78508,20954,10.95,"3_12_2011",8,0
78517,21064,11.96666667,"3_12_2011",8,0
78717,21245,12.98333333,"3_12_2011",8,0
78697,21335,14,"3_12_2011",8,0
78577,21342,15.01666667,"3_12_2011",8,0
78649,21325,16.03333333,"3_12_2011",8,0
78756,20445,6.5,"8_12_2011",0,0
78970,20338,7.85,"8_12_2011",0,0
